Emotion,Text
joy,The shell must break before the bird can fly. ~Alfred Tennyson  for   and - #amwriting A #book today!
sadness,Season finale of  tonight... 
joy,wearing a cow print baby grow to school tomorrow 
anger,This act of selfless good nature earned her a fine of one hundred francs and caused a riot in the Latin Quarter when enraged fans besieged the Prefecture of Police . 
joy, that and most our #IMMAGINATION is gone. WHY? Because they want the CONTROL. FREE YOUR MIND &amp; SPIRIT become that...
surprise,Good Night! Been ill for almost a week now. Never taught I would actually say that I look foreward to school tomorrow. 
anger,"The offended Titan lumbered forward and stamped upon one Raider , crushing it underfoot . "
surprise,That awkward moment when your friend plays like 12 random people on words with friends for you... 
joy,the lights are up. It is officially Christmas 
fear,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”"
sadness,When I am alone and listen to a song which I like very much and which I had listened before together with friends.
joy,"Make the shuttlecock fly away pals, let's work out ! Friday's always pleasant and healthful. "
joy,Have to get checked for a thyroid or blood sugar problem. 
sadness,"Yes, I might be cutting my hair... Who else wants to threaten me that they aren't going to talk to me ever again if i do...? "
fear,"So shall they fear the name of the Lord from the west, and his glory from the rising of the sun..... & 59:19 (KJV) #glory #God"
anger," Look , we have a lot of accumulated anger from working in these conditions , and it ’ s probably okay to let off steam once in a while . But , it ’ s probably not a good idea to keep it up I ’ m willing to forgive and forget and if you are . "
joy,"He also said , to the delight of those Nonconformists who read his memoirs , that Watson 's tour was far more successful than Matthew Arnold 's . "
fear,"When I received the higher level exam results, I mistook the grade E in mathematics for a grade F and I was shocked."
surprise,"just looked at my youtube channel and noticed my extended version of 'levels' has almost 22,000 views haha... "
love,really hopes her car's illness is not terminal...
fear,Fuck.! Only a girl's anger on your silly questions can make you sweat in temperature near 12°C..! or #thrill #youprefer
worry,@allyeatscat ya she prob does but i dont want to no about it
neutral, Yes . 
sadness,@laurenliscio what's school I haven't been there in a week  I'm uncomfortable in bed can't move cuz of leg 
fear,You gain   and confidence by every experience in which you really stop to look in the face.~ E Roosevelt
worry,whooaaa. just got an overwheolming itus attack after eating
joy,Time for everyone to tweet the power is back on. 
surprise,"Nog 3 dagen en dan moet m'n klaar zijn,, #moetkunnen"
joy,Preparing menu for Christmas eve soirée. Very inspired and creative this weekend. ℕoíʀ &amp; βℒeú ㄒʜℰℳℰ (cont…
neutral,My daughter plans to quit her present job and wants to find another . She says she wants to get a better job with higher pay . 
joy,Waiting 40 minutes for a train in these temperatures... 
surprise,Psychiatry update: crazy people are crazy.  #breakingnews
worry,Aww sad @Ruthiexo09 now  stupid crapped up phone and deciding that you would go and screw yourself up and never again work arghhh
joy,"As the time to get the results drew near I became more and more anxious.  My friend called me and said, \ You have passed.\""  My heart was full of joy."""
joy,"Delighted with their silver medals for reaching the final against the world champions , England saw the match open with an expected win by the world champion Jorgen Persson over English champion Chen Xinhua 21-8 , 21-18 . "
fear,"Not afraid of tomorrow, for I have seen yesterday and I love today #less"
anger,"But , despite his annoyance at being seeded No.2 to Baddeley even though he is the present No.1 , he declined to labour the point afterwards . "
sadness,Chinese restaurant close so pizza it is then 
surprise,"I can't wait to see the look on all of my family's faces when I walk in the door, "
love,really wants to go see AI tonight.
love,@INTYCEYOU hey love whats up! my voice is shot  whats new with you
neutral, What is it ? 
sadness,"regretably, i'm not completely over the coconut allergy. #feelingpukey"
joy,"Her headache seemed to be getting worse and worse , and Raffaella 's command of English slipped as she grew increasingly excited . "
fear,"Having twins has been passed down in my family... that's awkward, my bf's a twin. Lol "
surprise,"Mum and Dad left £20 and some sweets on our bed, "
surprise,"klaar, nu nog een gedicht, maar dat vind ik zo'n piece of koekie, dat kan desnoods maandagmorgen nog :-))"
love,Happy Mothers day  &lt
joy,On the agenda for today - homework on homework 
joy,"After Doug's sermon on &quot;Peace&quot; this morning, we start observing the third week of Advent: &quot;Joy.&quot;  #advent"
worry,"@framolamdu omg what a shame about Hollie,just watched that clip u posted"
sadness,"Shame they got a whole band on stage, and they still playing a track too... this is what's wrong with the industry"
joy, I'm not flattering you.You ' re full of energy every day . 
worry,ugh!!! i hate my life! no one is hiring! *sigh* stupid economy.... stupid bush
worry,Being slammed with spam followers today. Is it just me? Or is that all I can attract.  Get a life people.
joy,Well feeling a lot better then I& this morning. That was 1 bad ass migraine. Knock me for 16hrs. Back to Derby tomorrow. 
fear,When confronted and in my opinion hassled by the police.
anger,I miss my boyfriend even more == Hate it when I come home late &amp; I miss my chance to see him or even talk to him on the phone ! 
fear,"Don't death but rather a life unlived. You don't have to #live forever, you just have to #live."
neutral, Miss ! 
surprise,It feels good to be back @ school. 
sadness,"As Michael Codron told me : ` Ken remained very loyal to it , even though he was miserable about it . "
worry,@nicolagreco K - I can hack if I have directions   have multiple social net sites &amp
fear,Mugged while on holiday in the U.S.A.
fear,"Christians have the of running out, but don't have the #faith in running over. #overflow."
worry,HMV opens in half an our...better go get ready
sadness,` I am desperately sad that our scheme did not come to fruition but I am glad that someone will take it over and bring these jobs to the area . 
worry,Ok this is a lot more boring then I thought  and matt has me on lockdown bc of moolah...
joy, Always . 
joy,I think it's free drinks all night tomorrow :/ can't get drunk though because we shooting in London the next day 
joy,@HowfenClaret enjoy Hun. I have to start packing my stuff up for big office move 
worry,got woken up early AGAIN  I kinda wana just chill today but there's so much to do!
neutral, I guess so . 
surprise,Only 37 Days until our Event with @Jaago_UofT... Keep checking back for updates!
joy," ok , I ’ ll do that . Thank you , Iris . "
fear,So we moved to Haddenham for peace and quiet but now it starts here and we 're very frightened we shall be driven away from here because you ca n't live with that noise . 
anger,I had too much homework and examinations and I did not know how to organize my work.
sadness,"It is necessary for me to watch Elf, right now. too bad it got deleted off DVR. "
sadness,"When a girl did not answer a question, concerning my love for her, put forward to her."
love,getting reading to head home....work on that baby quilt.....can hardly wait to kiss that bald little grandbaby head  55 days to go....
surprise,Anyone surprised we've proof of yet another lie from dear leader Obama.   Now we're told there was Ayers fundraiser #obamafail
neutral," Oh , sure . "
anger,I wish i have dos Bank PHB feelings again... Dis 1 is too dull wit no swaggs. 
love,"@rockinbobyn That movie looks VERY cute, and funny. I never get to go to the movies."
joy,@TheBodyShopUK Spending good quality time together brings us 
worry,@LezmirandaPOW *humming* hmmm hmmm hmmmm hmmmmmm Touched for the verry first time..... Hmmmm hmmmm hmmm hmm hmm mmm mmmmm ......
joy,Nothing's wrong with getting high. But what's making you high? Let it be the    
surprise,"@youssefbejaoui mental, if it's ur first time dinnae sit near half way, that's where the &quot;ultra's&quot; sit. It's always  "
joy,I can feel this cold coming on. 
surprise,@StarsbyJoan thnx! een party! We gingen met vrienden eten en Erwin werd met een smoes naar een feestzaaltje gelokt! ;-)
fear,"I used to stutter a lot in those days , I was a very frightened boy . "
joy,When I saw my family after a separation of one year.
worry,@mileycyrus i voted and i couldnt
surprise,"searching my cell on my room, can't find it and I call myself, it rings on the pocket of my pants #sobad"
fear," I guess I'm adventuresome , but then I'm scared too . "
fear,"There is a really thick black line through twitter, should I be scared? #hope #what"
sadness,Last madrigal of my life. If you miss it you're a square. 
joy,Maybe we will actually take the test today. Want to get it over with. 3 hours and 45 minutes in a room. #cantwait
love,I loved Star Trek. It was so awesome. And the effects were brilliant! &quot
sadness,Wanting hot chocolate 
